id;name;devices;category
2010;Keno 10 (1 Minute);desktop,mobile;fast
15543;Keno 10 (2 Minute);desktop,mobile;fast
19;Keno 8 (1 Minute);desktop,mobile;fast
15542;Keno 8 (2 Minute);desktop,mobile;fast
10512;Keno Express;desktop,mobile;fast
6492;Penalty;desktop,mobile;fast
5935;Rocketon;desktop,mobile;fast
5339;SicBo;desktop,mobile;fast
20786;Cash Show;desktop,mobile;fast
